OP section;Wavelength (nm);"FoV_Y ("")";"FoV_X ("")";FoV Comment;"required d ("")";""" Comment";SIS Instrument;SIS COMMENT;N;N Comment;R;R Comment;BP (nm);BP Comment;SNR;SNR Comment;Cadence (s);Cadence Comment;tint (s);tint (s) Comment;T continuum;T continuum comment;T core;T core comment;REQ?;Duration of observation (h);Polarimetry
4.7.1;1083;10.0;10;;0.06;;IFS-S;Was a TIS;46;SIS&SAG Check;50000;;0.5;;1000;Goal 2000;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0;;0;;True;Not mentioned;True
4.7.1;1565;10.0;10;;-1.0;0.06 is DL for the target line;IFS-S;;51;SIS&SAG Check;200000;;0.2;target 0.1;1000;Goal 2000;30;Goal 15s;30;Not mentioned, suposed equal to cadence;0.007;;0.01;;True;Not mentioned;True
4.8.1;396;60.0;60;;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;2;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.8.1;430;60.0;60;;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;2;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.8.1;630;60.0;60;;0.08;;TIS;;16;SIS&SAG Check;50000;;0.1;;1000;Goal 2000;180;Goal 30s;11;Not mentioned, estimated from N and cadence;0.0001;;0.0003;;True;Not mentioned;True
4.8.1;854;30.0;30;Mosaic, Goal 60x60;0.1;0.06;IFS-M;;401;SIS&SAG Check;200000;;0.6;target 0.3;1000;Goal 2000;180;Goal 30s;5;Not mentioned, suposed to perform mosaics;0.0005;;0.0023;;True;Not mentioned;True
4.8.1;1083;30.0;30;Mosaic, Goal 60x60;0.1;0.06;IFS-S;Was a TIS;46;SIS&SAG Check;50000;;0.5;;1000;Goal 2000;180;Goal 30s;5;Not mentioned, suposed to perform mosaics;0;;0;;True;Not mentioned;True
4.8.1;1565;30.0;30;Mosaic, Goal 60x60;0.1;0.06;IFS-S;;51;SIS&SAG Check;200000;;0.2;target 0.1;1000;Goal 2000;180;Goal 30s;5;Not mentioned, suposed to perform mosaics;0.001;;0.001;;True;Not mentioned;True
4.9.1;396;120.0;120;Scanning;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;5;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.9.1;430;120.0;120;Scanning;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;5;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
4.9.1;630;120.0;120;Scanning;0.08;;TIS;;16;SIS&SAG Check;50000;;0.1;;1000;Goal 2000;300;Goal 150s;19;Not mentioned, estimated from N and cadence;0.0001;;0.0002;;True;Not mentioned;True
4.9.1;854;120.0;120;Mosaic;0.1;;IFS-M;;401;SIS&SAG Check;200000;;0.6;target 0.3;1000;Goal 2000;300;Goal 150s;0.5;Not mentioned, suposed to perform mosaics;0.0048;;0.0235;;True;Not mentioned;True
4.9.1;1083;120.0;120;Mosaic;0.1;;IFS-S;Was a TIS;46;SIS&SAG Check;50000;;0.5;;1000;Goal 2000;300;Goal 150s;0.5;Not mentioned, suposed to perform mosaics;0.001;;0.004;;True;Not mentioned;True
4.9.1;1565;120.0;120;Mosaic;0.1;;IFS-S;;51;SIS&SAG Check;200000;;0.2;target 0.1;1000;Goal 2000;300;Goal 150s;0.5;Not mentioned, suposed to perform mosaics;0.005;;0.007;;True;Not mentioned;True
4.10.1;587;15.0;15;;0.1;0.05;IFS-M;;175;SIS&SAG Check;300000;;0.12;+/-0,06nm or velocities as large as +/- 30 km/s;10000;line core, 20000 continuum;120;As high;87;;0.0048;;0.0093;;True;Not mentioned;True
4.10.1;1083;15.0;15;;0.1;0.05;IFS-S;;122;SIS&SAG Check;300000;;0.22;+/-0,11nm or velocities as large as +/- 30 km/s;10000;line core, 20000 continuum;120;As high;25;;0.014;;0.044;;True;Not mentioned;True
4.10.2;587;40.0;30;Mosaic;0.1;0.05;IFS-M;;58;SIS&SAG Check;100000;;0.12;+/-0,06nm or velocities as large as +/- 30 km/s;10000;;1800;;30;;0.0046;;0.009;;True;Not mentioned;True
4.10.2;1083;40.0;30;Mosaic;0.1;0.05;IFS-S;;41;SIS&SAG Check;100000;;0.22;+/-0,11nm or velocities as large as +/- 30 km/s;10000;;1800;;7;;0.016;;0.053;;True;Not mentioned;True
4.11.1;587;40.0;10;Goal 40x30;0.2;0.05;IFS-M;;58;SIS&SAG Check;100000;;0.12;+/-0,06nm or velocities as large as +/- 30 km/s;10000;Goal 20000;4500;0,4 to 4500 (~30x30);8;;0.0043;;0.0085;;True;Not mentioned;True
4.11.1;854;40.0;10;Goal 40x30;0.2;0.05;IFS-M;;60;SIS&SAG Check;100000;;0.18;+/-0,09nm or velocities as large as +/- 30 km/s;10000;Goal 20000;4500;0,4 to 4500 (~30x30);15;;0.002;;0.0098;;True;Not mentioned;True
4.11.1;1083;40.0;10;Goal 40x30;0.2;0.05;IFS-S;;41;SIS&SAG Check;100000;;0.22;+/-0,11nm or velocities as large as +/- 30 km/s;10000;Goal 20000;4500;0,4 to 4500 (~30x30);2;;0.014;;0.046;;True;Not mentioned;True
4.12.1;486;50.0;50;;0.2;0.05;TIS;;10;Not provided, minimum 10 samples from req. Adopted;600000;Spectral sampling of 0.008 nm;0.1;;3000;;20;;16;;0.0017;;0.013;;True;Not mentioned;True
4.12.1;587;20.0;20;;0.2;0.05;IFS-M;;88;SIS&SAG Check;300000;;0.06;;10000;line core, 20000 continuum;25;As high;23;;0.0045;;0.0088;;True;Not mentioned;True
4.12.1;656;50.0;50;;0.2;0.05;TIS;;10;Not provided, minimum 10 samples from req. Adopted;600000;Spectral sampling of 0.0011 nm;0.14;;3000;;20;;5;;0.0036;;0.0206;;True;Not mentioned;True
4.12.1;854;50.0;50;;0.2;0.05;TIS;;10;Not provided, minimum 10 samples from req. Adopted;600000;Spectral sampling of 0.0014 nm;0.18;;3000;;20;;2.5;;0.0065;;0.0317;;True;Not mentioned;True
4.12.1;1083;20.0;20;;0.2;0.05;IFS-S;Was a TIS;61;SIS&SAG Check;300000;;0.11;;10000;line core, 20000 continuum;25;As high;6;;0.014;;0.046;;True;Not mentioned;True
5.3.1;396;10.0;10;;0.05;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;5;;0.0277;;0.8698;;True;Not mentioned;True
5.3.1;396;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
5.3.1;430;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
5.3.1;525;10.0;10;;0.05;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;5;;0.0101;;0.0515;;True;Not mentioned;True
5.3.1;630;10.0;10;;0.05;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;5;;0.0082;;0.0299;;True;Not mentioned;True
5.3.1;656;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
5.3.1;854;10.0;10;;-1.0;0.03 is DL at the requested wavelength;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;5;;0.0077;;0.0376;;True;Not mentioned;True
5.3.1;854;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
5.3.1;1082;10.0;10;;-1.0;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;5;;0.03;;0.098;;False;Not mentioned;True
5.3.1;1083;10.0;10;;-1.0;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;5;;0.03;;0.098;;True;Not mentioned;True
5.3.1;1565;10.0;10;;-1.0;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;60;Goal 30s;5;;0.035;;0.05;;True;Not mentioned;True
5.4.1;396;30.0;30;;0.05;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;100;Goal 30s;10;;0.0139;;0.4349;;True;Not mentioned;True
5.4.1;396;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
5.4.1;430;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
5.4.1;525;30.0;30;;0.05;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;100;Goal 30s;10;;0.005;;0.0257;;True;Not mentioned;True
5.4.1;589;30.0;30;;0.05;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;100;Goal 30s;10;;0.0044;;0.0979;;False;Not mentioned;True
5.4.1;630;30.0;30;;0.05;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;100;Goal 30s;10;;0.0041;;0.0149;;True;Not mentioned;True
5.4.1;656;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
5.4.1;854;30.0;30;;-1.0;0.03 is DL at the requested wavelength;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;100;Goal 30s;10;;0.0039;;0.0188;;True;Not mentioned;True
5.4.1;854;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;5;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
5.4.1;1083;30.0;30;;-1.0;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;100;Goal 30s;10;;0.015;;0.049;;True;Not mentioned;True
5.4.1;1082;30.0;30;;-1.0;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;100;Goal 30s;10;;0.015;;0.049;;False;Not mentioned;True
5.4.1;1565;30.0;30;;-1.0;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;100;Goal 30s;10;;0.018;;0.025;;True;Not mentioned;True
5.5.1;430;20.0;20;;0.04;;FBI;;;N/A;;N/A;;TBD, please provide;2000;;2;;0.2;;;N/A;;N/A;True;Not mentioned;False
5.5.1;430;20.0;20;Goal 30x30;0.04;;TIS;;10;Not provided, minimum 10 samples from req. Adopted;50000;Not mentioned in SRD, min req value adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.2;Goal 0,1;0.1509;;2.4612;;True;Not mentioned;True
5.5.1;630;20.0;20;Goal 30x30;0.04;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.2;Goal 0,1;0.3204;;1.1667;;True;Not mentioned;True
5.5.1;630;20.0;20;;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;2000;;2;;0.2;;;N/A;;N/A;True;Not mentioned;False
5.5.1;630;20.0;20;Goal 30x30;0.04;;TIS;;10;Not provided, minimum 10 samples from req. Adopted;50000;Not mentioned in SRD, min req value adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.2;Goal 0,1;0.0801;;0.2917;;True;Not mentioned;True
5.5.1;656;20.0;20;Goal 30x30;0.04;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.2;Goal 0,1;0.3331;;1.9098;;True;Not mentioned;True
5.5.1;656;20.0;20;;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;2000;;2;;0.2;;;N/A;;N/A;True;Not mentioned;False
5.5.1;656;20.0;20;Goal 30x30;0.04;;TIS;;10;Not provided, minimum 10 samples from req. Adopted;50000;Not mentioned in SRD, min req value adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.2;Goal 0,1;0.0833;;0.4774;;True;Not mentioned;True
5.5.1;854;20.0;20;Goal 30x30;-1.0;0.04 is DL at the requested wavelength;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.2;Goal 0,1;0.3016;;1.4671;;True;Not mentioned;True
5.5.1;854;20.0;20;;-1.0;0.04 is DL at the requested wavelength;FBI;;;N/A;;N/A;;TBD, please provide;2000;;2;;0.2;;;N/A;;N/A;True;Not mentioned;False
5.5.1;854;20.0;20;Goal 30x30;-1.0;0.04 is DL at the requested wavelength;TIS;;10;Not provided, minimum 10 samples from req. Adopted;50000;Not mentioned in SRD, min req value adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.2;Goal 0,1;0.0754;;0.3668;;True;Not mentioned;True
5.5.1;1083;20.0;20;Goal 30x30;-1.0;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;2;Goal 1s;0.2;Goal 0,1;0.755;;2.442;;True;Not mentioned;True
5.6.1;396;20.0;10;Goal 30x20;0.05;;IFS-M;;375;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.26;+/-100kms-1;1000;;10;Goal 5s;1;Goal 0,5s;0.0347;;1.0873;;True;Not mentioned;True
5.6.1;396;20.0;10;Goal 30x20;0.05;;TIS;;10;Not provided, minimum 10 samples from req. Adopted;50000;Not mentioned in SRD, min req value adopted;0.26;+/-100kms-1;1000;;10;Goal 5s;1;Goal 0,5s;0.0087;;0.2718;;True;Not mentioned;True
5.6.1;396;20.0;10;Goal 30x20;0.05;;FBI;;;N/A;;N/A;;TBD, please provide;1000;;10;;1;;;N/A;;N/A;True;Not mentioned;False
5.6.1;656;20.0;10;Goal 30x20;0.05;;IFS-M;;503;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.44;+/-100kms-1;1000;;10;Goal 5s;1;Goal 0,5s;0.0107;;0.0611;;True;Not mentioned;True
5.6.1;656;20.0;10;Goal 30x20;0.05;;TIS;;10;Not provided, minimum 10 samples from req. Adopted;50000;Not mentioned in SRD, min req value adopted;0.44;+/-100kms-1;1000;;10;Goal 5s;1;Goal 0,5s;0.0027;;0.0153;;True;Not mentioned;True
5.6.1;656;20.0;10;Goal 30x20;0.05;;FBI;;;N/A;;N/A;;TBD, please provide;1000;;10;;1;;;N/A;;N/A;True;Not mentioned;False
5.6.1;854;20.0;20;Goal 30x20;-1.0;0.03 is DL at the requested wavelength;IFS-M;;479;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.57;+/-100kms-1;1000;;10;Goal 5s;1;Goal 0,5s;0.0096;;0.0469;;True;Not mentioned;True
5.6.1;854;20.0;10;Goal 30x20;-1.0;0.03 is DL at the requested wavelength;TIS;;10;Not provided, minimum 10 samples from req. Adopted;50000;Not mentioned in SRD, min req value adopted;0.57;+/-100kms-1;1000;;10;Goal 5s;1;Goal 0,5s;0.0024;;0.0117;;True;Not mentioned;True
5.6.1;854;20.0;10;Goal 30x20;-1.0;0.03 is DL at the requested wavelength;FBI;;;N/A;;N/A;;TBD, please provide;1000;;10;;1;;;N/A;;N/A;True;Not mentioned;False
5.6.1;1083;20.0;20;Goal 30x20;-1.0;;IFS-S;;411;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;0.72;+/-100kms-1;1000;;10;Goal 5s;1;Goal 0,5s;0.038;;0.122;;True;Not mentioned;True
6.1.1;388;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.1.1;396;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.1.1;396;40.0;40;Goal 60x60;0.04;;TIS;;60;SIS&SAG Check;39600;0,01 nm spectral resolution accross 0,3 nm;0.3;0.01 spectral resolution across 0.3 nm;200;;5;Goal 1s;0.1;Not mentioned, estimated from N and cadence;0.0043;;0.1346;;True;Not mentioned;False
6.1.1;430;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.1.1;543;40.0;40;Goal 60x60;0.04;;TIS;;60;SIS&SAG Check;54300;0,01 nm spectral resolution accross 0,3 nm;0.3;0.01 spectral resolution across 0.3 nm;200;;5;Goal 1s;0.1;Not mentioned, estimated from N and cadence;0.0021;;0.0164;;True;Not mentioned;False
6.1.1;656;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.1.1;656;40.0;40;Goal 60x60;0.04;;TIS;;60;SIS&SAG Check;65600;0,01 nm spectral resolution accross 0,3 nm;0.3;0.01 spectral resolution across 0.3 nm;200;;5;Goal 1s;0.1;Not mentioned, estimated from N and cadence;0.0022;;0.0125;;False;Not mentioned;False
6.1.1;854;40.0;40;Goal 60x60;-1.0;0.04 is DL at the requested wavelength;TIS;;60;SIS&SAG Check;85400;0,01 nm spectral resolution accross 0,3 nm;0.3;0.01 spectral resolution across 0.3 nm;200;;5;Goal 1s;0.1;Not mentioned, estimated from N and cadence;0.0026;;0.0125;;True;Not mentioned;False
6.1.1;1083;40.0;40;Goal 60x60;-1.0;;IFS-S;Was a TIS;55;SIS&SAG Check;100000;0.01nm spectral resolution, across 0.3 nm spectral range;0.3;0.01 spectral resolution across 0.3 nm;200;;5;Goal 1s;;Not Mentioned, please provide;0;;0;;True;Not mentioned;True
6.2.1;430;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;200;;0.2;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.2.1;656;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;200;;0.2;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.2.2;854;60.0;60;Goal 120x120;3.0;;IFS-M;Was SP;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;TBD, please provide;200;Goal 1000;10;Goal 1s;10;Not mentioned, suposed equal to cadence;0;;0;;True;Not mentioned;True
6.3.1;388;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.3.1;396;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.3.1;430;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.3.1;543;40.0;40;Goal 120x120;0.04;;TIS;;60;50 mA across 3 A;108600;;0.3;;100;Goal 200;1;Goal 0,1s;0.02;Not mentioned, estimated from N and cadence;0.0052;;0.041;;False;Not mentioned;False
6.3.1;557;40.0;40;Goal 120x120;0.04;;TIS;;60;50 mA across 3 A;111400;;0.3;;100;Goal 200;1;Goal 0,1s;0.02;Not mentioned, estimated from N and cadence;0.0058;;0.0058;;True;Not mentioned;False
6.3.1;656;40.0;40;Goal 120x120;0.04;;TIS;;60;50 mA across 3 A;131200;;0.3;;100;Goal 200;1;Goal 0,1s;0.02;Not mentioned, estimated from N and cadence;0.0005;;0.0031;;True;Not mentioned;False
6.3.1;656;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.3.1;854;40.0;40;Goal 120x120;-1.0;0.04 is DL at the requested wavelength;TIS;;60;50 mA across 3 A;170800;;0.3;;100;Goal 200;1;Goal 0,1s;0.02;Not mentioned, estimated from N and cadence;0.0064;;0.0313;;True;Not mentioned;False
6.4.1;396;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.4.1;656;60.0;60;Goal 120x120;0.04;;TIS;;5;0.02 nm across 0.1nm;32800;0,02nm spectral resolution accross 0,1 nm;0.1;;1000;Goal 500;5;Goal 2s;1;Not mentioned, estimated from N and cadence;0.0027;;0.0157;;True;Not mentioned;True
6.4.1;656;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.4.1;854;60.0;60;Goal 120x120;-1.0;0.04 is DL at the requested wavelength;TIS;;5;0.02 nm across 0.1nm;42700;0,02nm spectral resolution accross 0,1 nm;0.1;;1000;Goal 500;5;Goal 2s;1;Not mentioned, estimated from N and cadence;0.0032;;0.0157;;True;Not mentioned;True
6.4.1;854;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;Goal is 0,1s;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.4.1;1083;60.0;60;Goal 120x120;-1.0;;IFS-S;Was a TIS;10;;54150;0.02nm spectral resolution, across 0.1 nm spectral range in both H  and Ca ii 854 nm (i.e. fast but narrow spectral scans in line;0.1;;1000;500;5;Goal 2s;;Not Mentioned, please provide;0.002;;0.007;;True;Not mentioned;True
6.4.1;388;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.5.1;396;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.5.1;430;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.5.1;517;40.0;40;Goal 120x120;0.05;;TIS;;15;;50000;Not mentioned in SRD, min req value adopted;;TBD, please provide;500;;3;Goal 1s;0.2;Not mentioned, estimated from N and cadence;0.0042;;0.0602;;True;Not mentioned;True
6.5.1;656;40.0;40;Goal 120x120;0.05;;TIS;;15;;50000;Not mentioned in SRD, min req value adopted;;TBD, please provide;500;;3;Goal 1s;0.2;Not mentioned, estimated from N and cadence;0.0033;;0.0191;;True;Not mentioned;True
6.5.1;656;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.5.1;854;40.0;40;Goal 120x120;-1.0;0.03 is DL at the requested wavelength;TIS;;15;;50000;Not mentioned in SRD, min req value adopted;;TBD, please provide;500;;3;Goal 1s;0.2;Not mentioned, estimated from N and cadence;0.003;;0.0147;;True;Not mentioned;True
6.5.1;854;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.5.1;1082;40.0;40;Goal 120x120;-1.0;;IFS-S;Was a TIS;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;500;;3;Goal 1s;;Not Mentioned, please provide;0.003;;0.01;;False;Not mentioned;True
6.5.1;1083;40.0;40;Goal 120x120;-1.0;;IFS-S;Was a TIS;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;500;;3;Goal 1s;;Not Mentioned, please provide;0.003;;0.01;;True;Not mentioned;True
6.5.1;1565;40.0;40;Goal 120x120;-1.0;;IFS-S;Was a TIS;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;500;;3;Goal 1s;;Not Mentioned, please provide;0.011;;0.016;;True;Not mentioned;True
6.5.2;396;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.5.2;430;60.0;60;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.5.2;630;30.0;30;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;30;Goal 10s;3;;0.0034;;0.0124;;True;Not mentioned;True
6.5.2;854;30.0;30;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;30;Goal 10s;3;;0.0032;;0.0156;;True;Not mentioned;True
6.5.2;1083;30.0;30;;0.1;;IFS-S;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;2000;;30;Goal 10s;3;;0.003;;0.01;;True;Not mentioned;True
6.6.1;396;60.0;60;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;5;Goal 1s;0.1;;0.0866;;2.7182;;False;Not mentioned;False
6.6.1;396;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.6.1;430;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;True;Not mentioned;False
6.6.1;517;60.0;60;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;5;Goal 1s;0.1;;0.0338;;0.4816;;True;Not mentioned;False
6.6.1;525;60.0;60;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;5;Goal 1s;0.1;;0.0314;;0.1608;;True;Not mentioned;False
6.6.1;630;60.0;60;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;5;Goal 1s;0.1;;0.0256;;0.0933;;True;Not mentioned;False
6.6.1;656;100.0;100;Goal 120x120;-1.0;;FBI;;;N/A;;N/A;;TBD, please provide;100;at least;1;;;Not Mentioned, please provide;;N/A;;N/A;False;Not mentioned;False
6.6.1;854;60.0;60;;0.1;;IFS-M;;;Depends on BP should be known;200000;Not mentioned in SRD, New SAG proposal adopted;;Not mentioned, Please provide;1000;;5;Goal 1s;0.1;;0.0241;;0.1174;;True;Not mentioned;False
